filename,path,kelas_asli,label,H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median
M0-LBA-AN_frame_0011.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0011.jpg,Class 1,Jernih,104.341972,10.038576,169.435608,4.68722211455954,1.5618066116597151,6.4131394550825105,103.0,11.0,170.0
M0-LBA-AN_frame_0023.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0023.jpg,Class 1,Jernih,104.193744,10.062212,168.752304,5.9408295096277595,1.6110039314216462,5.995368770274602,103.0,11.0,169.0
M0-LBA-AN_frame_0035.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0035.jpg,Class 1,Jernih,105.641564,9.811736,169.458728,4.8291878855459744,1.5799027395077205,6.354166556049346,103.0,10.0,170.0
M0-LBA-AN_frame_0047.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0047.jpg,Class 1,Jernih,104.517032,10.033404,169.268404,4.566713250355884,1.533004948714778,5.992928106759165,103.0,11.0,170.0
M0-LBA-AN_frame_0059.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0059.jpg,Class 1,Jernih,104.189396,10.139732,168.846476,4.6047111912892,1.4810128183699154,6.08181768728922,103.0,11.0,169.0
M0-LBA-AN_frame_0071.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0071.jpg,Class 1,Jernih,104.36254,10.076376,169.545376,4.473519503522925,1.4503043496535475,6.247003523180053,103.0,11.0,170.0
M0-LBA-AN_frame_0083.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0083.jpg,Class 1,Jernih,104.34352,9.923308,170.75028,5.030041949089491,1.612365447761766,6.631301525462403,103.0,10.0,171.0
M0-LBA-AN_frame_0095.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0095.jpg,Class 1,Jernih,105.35108,9.825324,169.440644,4.995645987617618,1.6640950378581145,6.167372606326295,103.0,10.0,170.0
M0-LBA-AN_frame_0107.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0107.jpg,Class 1,Jernih,105.421632,9.758204,169.55378,5.465663222023107,1.7089841117997555,6.352058226401896,103.0,10.0,170.0
M0-LBA-AN_frame_0119.jpg,Dataset_air/Dataset\Class 1\M0-LBA-AN_frame_0119.jpg,Class 1,Jernih,104.287772,9.960548,168.834612,5.667508030520645,1.6924135250274976,6.1728938764129095,103.0,11.0,169.0
